pool_name,website_domain,website_url,profile_url,directory_source,source_type,confidence,first_seen,last_seen,notes
Ukrpool,ukrpool.com,https://ukrpool.com/,https://minerstat.com/pools/ukrpool,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
Unicorn Pool,666pool.com,https://666pool.com/,https://minerstat.com/pools/unicorn-pool,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
unipluscloud.co.kr,unipluscloud.co.kr,https://unipluscloud.co.kr/,https://miningpoolstats.stream/aleo,https://miningpoolstats.stream/sitemap.xml,directory,candidate,2026-04-17,2026-04-17,Pool website URL extracted from MiningPoolStats data file for aleo.
uPlexa Pool,uplexa.online,https://uplexa.online/,https://minerstat.com/pools/uplexa-pool,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
Upool,upool.in,https://upool.in/,https://minerstat.com/pools/upool,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
uu Pool,uupool.cn,https://uupool.cn/,https://minerstat.com/pools/uu-pool,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
VBK Ultra,vbk-ultra.org,https://vbk-ultra.org/,https://minerstat.com/pools/vbk-ultra,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
VEOpool,veopool.pw,https://veopool.pw/,https://minerstat.com/pools/veopool,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
Verge Mining Pool,mastermining.net,https://mastermining.net/,https://minerstat.com/pools/verge-mining-pool,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
ViaBTC,viabtc.com,https://viabtc.com/,https://minerstat.com/pools/viabtc,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
Vipor,vipor.net,https://vipor.net/,https://minerstat.com/pools/viport; https://miningpoolstats.stream/alephium,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
Volt Mine,volt-mine.com,https://www.volt-mine.com/,https://minerstat.com/pools/volt-mine,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
Walemo,walemo.com,https://walemo.com/,https://minerstat.com/pools/walemo,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
Wattpool,wattpool.net,https://wattpool.net/,https://minerstat.com/pools/wattpool,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
wattpool.net,aqua-solo.wattpool.net,https://aqua-solo.wattpool.net/,https://miningpoolstats.stream/aquachain,https://miningpoolstats.stream/sitemap.xml,directory,candidate,2026-04-17,2026-04-17,Pool website URL extracted from MiningPoolStats data file for aquachain.
wattpool.net,aqua.wattpool.net,https://aqua.wattpool.net/,https://miningpoolstats.stream/aquachain,https://miningpoolstats.stream/sitemap.xml,directory,candidate,2026-04-17,2026-04-17,Pool website URL extracted from MiningPoolStats data file for aquachain.
whalepool.com,whalepool.com,https://whalepool.com/,https://miningpoolstats.stream/aleo; https://miningpoolstats.stream/alephium,https://miningpoolstats.stream/sitemap.xml,directory,candidate,2026-04-17,2026-04-17,Pool website URL extracted from MiningPoolStats data file for aleo.
Whalesburg,whalesburg.com,https://whalesburg.com/,https://minerstat.com/pools/whalesburg,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
Wienchain,wienchain.com,https://wienchain.com/,https://minerstat.com/pools/wienchain,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
woolypooly.com,woolypooly.com,https://woolypooly.com/,https://miningpoolstats.stream/aeternity; https://miningpoolstats.stream/alephium,https://miningpoolstats.stream/sitemap.xml,directory,candidate,2026-04-17,2026-04-17,Pool website URL extracted from MiningPoolStats data file for aeternity.
Wowne,wowne.ro,https://wowne.ro/,https://minerstat.com/pools/wowne,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
XDAG.org,xdag.org,https://xdag.org/,https://minerstat.com/pools/xdag-org,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
XDAGMine,info.xdagmine.com,http://info.xdagmine.com/,https://minerstat.com/pools/xdagmine,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
XenixPool,xenixpool.com,https://xenixpool.com/,https://minerstat.com/pools/xenixpool,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
XMR Pool,xmrpool.eu,https://xmrpool.eu/,https://minerstat.com/pools/xmr-pool,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
XMRFast,xmrfast.com,https://xmrfast.com/,https://minerstat.com/pools/xmrfast,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
XMRmining,xmrmining.tk,https://xmrmining.tk/,https://minerstat.com/pools/xmrmining,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
XMRvsBEAST,xmrvsbeast.com,https://xmrvsbeast.com/,https://minerstat.com/pools/xmrvsbeast,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
xnpool,xnpool.cn,https://xnpool.cn/,https://minerstat.com/pools/xnpool,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
XPOOL,xpool.pw,https://xpool.pw/,https://minerstat.com/pools/xpool,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
XpoolX,xpoolx.com,https://xpoolx.com/,https://minerstat.com/pools/xpoolx,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
YatesPool,yatespool.com,https://yatespool.com/,https://minerstat.com/pools/yatespool,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
Yunpools,yunpools.com,https://yunpools.com/,https://minerstat.com/pools/yunpools,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
Zano Mining Pool,zanopool.com,https://zanopool.com/,https://minerstat.com/pools/zano-mining-pool,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
Zergpool,zergpool.com,https://zergpool.com/,https://minerstat.com/pools/zergpool,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
Zeropool,zeropool.io,https://zeropool.io/,https://minerstat.com/pools/zeropool,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
ZET Mining Pool,zet-tech.eu,https://zet-tech.eu/,https://minerstat.com/pools/zet-mining-pool,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
Zhash,zhash.pro,https://zhash.pro/,https://minerstat.com/pools/zhash,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
zk.work,zk.work,https://zk.work/,https://miningpoolstats.stream/aleo,https://miningpoolstats.stream/sitemap.xml,directory,candidate,2026-04-17,2026-04-17,Pool website URL extracted from MiningPoolStats data file for aleo.
zpool.ca,zpool.ca,https://zpool.ca/,https://miningpoolstats.stream/5gcash; https://miningpoolstats.stream/actinium; https://miningpoolstats.stream/adventurecoin; https://miningpoolstats.stream/aegisum; https://miningpoolstats.stream/aipowergrid; https://miningpoolstats.stream/alterdot; https://miningpoolstats.stream/animecoin,https://miningpoolstats.stream/sitemap.xml,directory,candidate,2026-04-17,2026-04-17,Pool website URL extracted from MiningPoolStats data file for 5gcash.
Zsolo,zsolo.bid,https://zsolo.bid/,https://minerstat.com/pools/zsolo,https://minerstat.com/pools,directory,candidate,2026-04-17,2026-04-17,Official website link extracted from minerstat mining pools directory profile.
