domain,port,scheme,pool_name,coin,algorithm,region,source_type,source_url,confidence,status,first_seen,last_seen,notes
stratum-etc.antpool.com,443,stratum+tcp,AntPool,ETC,Etchash,Global,official,https://antpoolsupport-hc.zendesk.com/hc/en-us/articles/5984283054745-ETC-Mining-Instruction,confirmed,active,2026-04-21,2026-05-11,Discovered by antpool_etc using html_stratum_extract. Official ETC setup guide. auto_source=priority_sources
stratum-etc.antpool.com,8008,stratum+tcp,AntPool,ETC,Etchash,Global,official,https://antpoolsupport-hc.zendesk.com/hc/en-us/articles/5984283054745-ETC-Mining-Instruction,confirmed,active,2026-04-17,2026-05-11,Official ETC stratum server. | Discovered by antpool_etc using html_stratum_extract. Official ETC setup guide. auto_source=priority_sources | Discovered by antpool_etc using html_stratum_extract. Official ETC setup guide. auto_source=priority_sources | Discovered by antpool_etc using html_stratum_extract. Official ETC setup guide. auto_source=priority_sources | Discovered by antpool_etc using html_stratum_extract. Official ETC setup guide. auto_source=priority_sources
para.bch.ee,3333,stratum+tcp,Bch,BCH,SHA-256,Global,official,https://bch.ee/; https://bch.ee/faq.html,confirmed,active,2026-04-21,2026-08-10,Discovered by shallow crawling official website domain bch.ee. auto_source=official_site_crawl
testnet4.bch.ee,3333,stratum+tcp,Bch,BCH,SHA-256,Global,official,https://bch.ee/; https://bch.ee/faq.html,confirmed,active,2026-08-10,2026-08-10,Discovered by shallow crawling official website domain bch.ee. auto_source=official_site_crawl
aleo.f2pool.com,4400,stratum+tcp,F2Pool,ALEO,Aleo,Global,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
aleo.f2pool.com,4420,stratum+ssl,F2Pool,ALEO,Aleo,Global,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
aleo.f2pool.com,4420,stratum+tcp,F2Pool,ALEO,Aleo,Global,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
aleo.f2pool.com,4430,stratum+tcp,F2Pool,ALEO,Aleo,Global,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
alph-asia.f2pool.com,5600,stratum+tcp,F2Pool,ALPH,Blake3,Asia,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
alph-asia.f2pool.com,5630,stratum+tcp,F2Pool,ALPH,Blake3,Asia,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
b4c.f2pool.com,1228,stratum+tcp,F2Pool,BCH,SHA-256,Global,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
btc-africa.f2pool.com,1314,stratum+tcp,F2Pool,BTC,SHA-256,Africa,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://f2pool.zendesk.com/hc/en-us/articles/360058669631-BTC-mining-guide; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
btc-asia.f2pool.com,1314,stratum+tcp,F2Pool,BTC,SHA-256,Asia,official,https://f2pool.zendesk.com/hc/en-us/articles/360058669631-BTC-mining-guide; https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://www.f2pool.com/; https://github.com/cgminer-rs/cgminer-rs/blob/ba464f804bc6ed79465b5973213e99af0c1dc630/docs/stratum-testing.md,confirmed,active,2026-04-17,2026-08-10,Official regional BTC pool server. | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Extracted from public GitHub code search query mining_subscribe; repo=cgminer-rs/cgminer-rs; path=docs/stratum-testing.md; review before promotion. auto_source=github_code_search | D
btc-euro.f2pool.com,1314,stratum+tcp,F2Pool,BTC,SHA-256,Europe,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://f2pool.zendesk.com/hc/en-us/articles/360058669631-BTC-mining-guide; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
btc-latin.f2pool.com,1314,stratum+tcp,F2Pool,BTC,SHA-256,Latin America,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://f2pool.zendesk.com/hc/en-us/articles/360058669631-BTC-mining-guide; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
btc-na.f2pool.com,1314,stratum+tcp,F2Pool,BTC,SHA-256,North America,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://f2pool.zendesk.com/hc/en-us/articles/360058669631-BTC-mining-guide; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
btc.f2pool.com,25,stratum+tcp,F2Pool,BTC,SHA-256,Global,official,https://f2pool.zendesk.com/hc/en-us/articles/360058669631-BTC-mining-guide,confirmed,active,2026-04-21,2026-05-04,Discovered by f2pool_btc_guide using html_stratum_extract. Official BTC-specific setup guide. auto_source=priority_sources
btc.f2pool.com,1314,stratum+tcp,F2Pool,BTC,SHA-256,Global,official,https://f2pool.zendesk.com/hc/en-us/articles/360058669631-BTC-mining-guide; https://www.f2pool.com/; https://github.com/DcTyle/QuantumMiner/blob/f6c71b9eb895631983852fa2e96be30293836cbb/miner/miner_runtime_config.json; https://github.com/cgminer-rs/cgminer-rs/blob/ba464f804bc6ed79465b5973213e99af0c1dc630/docs/stratum-testing.md,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_btc_guide using html_stratum_extract. Official BTC-specific setup guide. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_btc_guide using html_stratum_extract. Official BTC-specific setup guide. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_btc_guide using html_stratum_extract. Official BTC-specific setup guide. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Extracted from public GitHub code search query stratum_tcp_json; repo=DcTyle/QuantumMiner; path=miner/miner_runtime_config.json; review before promotion. auto_source=github_code_search | Discovered by shallow crawling offi
btc.f2pool.com,3333,stratum+tcp,F2Pool,BTC,SHA-256,Global,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://f2pool.zendesk.com/hc/en-us/articles/360058669631-BTC-mining-guide,confirmed,active,2026-04-17,2026-07-06,Official BTC pool server; failover ports are tracked as separate records when included. | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources
btcssl.f2pool.com,1300,stratum+ssl,F2Pool,BTC,SHA-256,Global,official,https://f2pool.zendesk.com/hc/en-us/articles/360058669631-BTC-mining-guide; https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://www.f2pool.com/,confirmed,active,2026-04-17,2026-08-10,Official SSL BTC pool server. | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool
cfx.f2pool.com,6800,stratum+tcp,F2Pool,CFX,Octopus,Global,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
cfxssl.f2pool.com,6820,stratum+ssl,F2Pool,CFX,Octopus,Global,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
ckb.f2pool.com,4300,stratum+tcp,F2Pool,CKB,Eaglesong,Global,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
dash.f2pool.com,5588,stratum+tcp,F2Pool,DASH,X11,Global,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
etc-asia.f2pool.com,8008,stratum+tcp,F2Pool,ETC,Etchash,Asia,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
etc-euro.f2pool.com,8008,stratum+tcp,F2Pool,ETC,Etchash,Europe,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
etc-na.f2pool.com,8008,stratum+tcp,F2Pool,ETC,Etchash,North America,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
etc.f2pool.com,8008,stratum+tcp,F2Pool,ETC,Etchash,Global,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
etcssl.f2pool.com,8180,stratum+ssl,F2Pool,ETC,Etchash,Global,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
ethw.f2pool.com,6688,stratum+tcp,F2Pool,ETHW,Ethash,Global,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
ethwssl.f2pool.com,6698,stratum+ssl,F2Pool,ETHW,Ethash,Global,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://www.f2pool.com/,confirmed,active,2026-04-21,2026-08-10,Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_
kas.f2pool.com,1430,stratum+tcp,F2Pool,KAS,kHeavyHash,Global,official,https://f2pool.zendesk.com/hc/en-us/articles/360058887912-Mining-pools-info-payout-schemes-and-thresholds-at-f2pool; https://www.f2pool.com/,confirmed,active,2026-04-17,2026-08-10,Official KAS pool server. | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com. auto_source=official_site_crawl | Discovered by f2pool_pool_info using html_stratum_extract. Official multi-coin pool URL table. auto_source=priority_sources | Discovered by shallow crawling official website domain f2pool.com
